"name","H","epoch","e","a","i","om","w","class","albedo","diameter","ma"
,15.78,2460600.5,0.0547,2.375,7.72,107.23,72.56,MBA,0.366,1.826,17.86
,16.29,2460600.5,0.1331,2.389,3.34,125.35,90.59,MBA,0.325,1.541,326.15
,16.02,2460600.5,0.2663,2.452,3.95,141.97,154.97,MBA,,,176.97
,16.05,2460600.5,0.0845,2.395,7.21,91.60,116.96,MBA,,,326.89
,15.65,2460600.5,0.2425,2.343,10.92,109.19,165.32,MBA,0.148,2.874,0.90
,16.44,2460600.5,0.1529,2.308,4.25,108.95,117.83,MBA,,,96.26
,16.13,2460600.5,0.0810,2.432,4.71,128.46,120.20,MBA,,,235.84
,15.59,2460600.5,0.1497,2.639,14.41,76.64,165.65,MBA,,,328.07
,16.34,2460600.5,0.1905,2.369,9.49,156.72,68.53,MBA,0.070,2.988,354.20
,16.17,2460600.5,0.1595,2.334,10.83,159.20,1.49,MBA,0.127,2.467,105.26
,15.45,2460600.5,0.1982,2.769,10.36,107.06,191.12,MBA,,,141.63
,15.26,2460600.5,0.1207,2.584,28.96,95.80,124.75,MBA,0.057,5.840,57.01
,16.44,2460600.5,0.1098,2.342,5.19,165.90,92.87,MBA,,,5.56
,16.57,2460600.5,0.1663,2.405,5.57,174.98,85.17,MBA,0.255,1.445,276.84
,15.00,2460600.5,0.2355,2.807,8.59,78.29,252.92,MBA,0.050,6.547,80.39
,16.07,2460600.5,0.1791,2.427,2.29,124.04,152.67,MBA,0.300,1.759,230.26
,16.17,2460600.5,0.2048,2.443,3.47,97.92,171.61,MBA,,,212.15
,16.05,2460600.5,0.1975,2.453,3.55,109.01,196.49,MBA,,,174.66
,16.01,2460600.5,0.2349,2.419,2.86,160.03,176.50,MBA,,,192.14
,15.60,2460600.5,0.0697,2.371,13.70,105.57,34.15,MBA,,,65.80
,16.51,2460600.5,0.1602,2.416,1.97,53.78,207.76,MBA,,,243.00
,16.50,2460600.5,0.1205,2.329,2.10,203.33,328.68,MBA,,,103.12
,16.21,2460600.5,0.1234,2.413,4.88,136.18,119.84,MBA,,,258.51
,16.64,2460600.5,0.1527,2.423,1.72,216.89,336.22,MBA,0.214,1.507,293.07
,15.73,2460600.5,0.1544,2.542,8.59,60.14,209.36,MBA,,,77.74
,15.62,2460600.5,0.1407,2.686,13.62,73.49,171.19,MBA,,,273.08
,15.62,2460600.5,0.1004,2.439,8.09,95.71,163.16,MBA,0.416,1.880,229.95
,16.04,2460600.5,0.0833,2.344,6.27,52.03,172.77,MBA,,,45.12
,15.94,2460600.5,0.2382,2.312,21.51,137.81,113.73,MBA,0.389,1.693,63.22
,15.22,2460600.5,0.2738,2.454,24.52,187.00,270.40,MBA,0.047,6.531,351.59
,16.22,2460600.5,0.1531,2.372,6.75,183.12,18.02,MBA,0.241,1.707,12.88
,16.30,2460600.5,0.1575,2.54,9.34,130.15,148.87,MBA,,,71.19
,16.47,2460600.5,0.0891,1.924,23.92,115.87,258.39,IMB,,,76.11
,16.24,2460600.5,0.1772,2.399,5.73,87.73,167.68,MBA,0.299,1.605,295.29
,16.52,2460600.5,0.2057,2.539,7.13,128.68,158.11,MBA,,,71.07
,16.36,2460600.5,0.1785,2.441,9.01,128.28,123.24,MBA,0.075,3.056,230.28
,16.41,2460600.5,0.0396,1.937,20.11,292.72,120.77,IMB,,,21.44
,16.26,2460600.5,0.1929,2.414,2.10,3.64,260.74,MBA,0.189,1.927,281.43
,16.15,2460600.5,0.1109,1.909,23.68,153.76,94.43,IMB,,,247.85
,15.88,2460600.5,0.2759,2.572,3.14,291.60,13.49,MBA,,,31.72
,15.18,2460600.5,0.2666,2.972,7.28,308.70,4.45,MBA,0.100,4.402,323.24
,15.65,2460600.5,0.2018,2.447,2.43,291.48,11.41,MBA,0.343,2.070,205.66
,16.16,2460600.5,0.0609,1.922,17.04,287.47,52.09,IMB,0.710,1.143,130.74
,15.95,2460600.5,0.1848,2.525,2.28,264.65,65.80,MBA,,,82.69
,15.56,2460600.5,0.1298,2.571,6.90,108.06,178.12,MBA,,,51.04
,14.78,2460600.5,0.2595,2.433,23.91,113.72,125.21,MBA,0.384,2.829,266.27
,15.27,2460600.5,0.2743,2.557,2.95,277.92,45.73,MBA,,,47.73
,15.54,2460600.5,0.2338,2.736,9.49,292.06,11.25,MBA,,,204.19
,15.97,2460600.5,0.2510,2.558,3.07,289.24,355.95,MBA,,,68.98
,16.34,2460600.5,0.0300,1.918,18.92,314.25,20.25,IMB,,,148.19
,15.65,2460600.5,0.2397,2.735,7.48,301.79,5.30,MBA,0.057,4.649,204.06
,15.55,2460600.5,0.2190,2.555,4.93,343.00,278.19,MBA,,,93.24
,14.66,2460600.5,0.1297,2.628,28.67,314.16,12.47,MBA,0.071,6.891,315.39
,16.61,2460600.5,0.0837,1.913,25.23,121.05,228.84,IMB,,,162.41
,15.47,2460600.5,0.2640,2.569,5.44,151.35,149.91,MBA,,,35.97
,15.50,2460600.5,0.2313,2.567,3.97,154.41,149.10,MBA,,,47.31
,15.57,2460600.5,0.0642,1.967,17.56,299.42,44.88,IMB,0.772,1.258,56.02
,15.47,2460600.5,0.2633,3.035,2.68,142.71,183.35,MBA,0.072,4.120,278.38
,15.51,2460600.5,0.2224,2.711,8.95,341.69,24.04,MBA,,,203.00
,16.79,2460600.5,0.0786,1.92,17.29,310.53,351.70,IMB,,,180.65
,16.28,2460600.5,0.2988,2.638,1.74,223.43,94.90,MBA,,,317.56
,15.02,2460600.5,0.0651,2.979,10.93,159.46,285.11,MBA,,,226.42
,15.94,2460600.5,0.3341,2.384,8.39,108.12,157.57,MCA,,,338.87
Nikeshadavis,16.01,2460600.5,0.2370,2.55,4.58,180.95,133.34,MBA,,,70.84
,16.35,2460600.5,0.1033,2.915,1.04,338.85,96.25,MBA,,,297.11
,15.61,2460600.5,0.0125,2.945,6.00,352.94,331.58,MBA,,,10.99
,16.04,2460600.5,0.1446,2.86,3.24,156.11,251.41,MBA,,,33.60
,15.85,2460600.5,0.1403,2.647,4.53,161.84,168.43,MBA,,,322.58
,15.63,2460600.5,0.0729,2.734,2.76,159.49,132.49,MBA,,,248.14
,14.81,2460600.5,0.1694,3.115,16.38,317.78,84.73,MBA,0.063,6.368,160.20
,16.25,2460600.5,0.0937,1.945,18.64,342.37,63.46,IMB,,,31.55
,15.77,2460600.5,0.1945,2.626,12.64,150.82,159.36,MBA,0.047,4.755,339.77
,15.90,2460600.5,0.2854,2.581,5.44,343.77,353.31,MBA,,,22.67
,15.62,2460600.5,0.2320,3.041,2.97,144.00,199.86,MBA,0.120,3.195,268.03
,16.68,2460600.5,0.0571,1.871,26.19,160.71,79.68,IMB,,,27.25
,17.02,2460600.5,0.1279,1.894,19.35,345.99,79.98,MCA,,,159.96
,16.82,2460600.5,0.0847,1.956,18.42,348.69,22.53,IMB,,,48.09
,14.73,2460600.5,0.2332,3.051,16.58,200.13,123.78,MBA,0.047,8.130,275.50
,16.90,2460600.5,0.1000,1.905,22.22,175.44,227.85,IMB,,,151.18
,16.07,2460600.5,0.0173,1.873,22.98,352.95,28.88,IMB,,,251.01
,15.93,2460600.5,0.0681,1.954,17.94,316.40,24.95,IMB,,,71.23
,15.00,2460600.5,0.1671,2.647,27.57,324.54,304.49,MBA,0.073,5.641,356.94
,16.56,2460600.5,0.0865,1.931,22.58,328.11,60.78,IMB,,,97.92
,16.47,2460600.5,0.0836,1.961,24.44,357.18,55.46,IMB,0.272,1.535,12.80
Zerin,15.07,2460600.5,0.1097,2.736,11.86,295.80,217.03,MBA,0.228,3.054,52.95
,15.66,2460600.5,0.0962,2.858,12.91,153.31,252.82,MBA,0.044,5.026,24.93
,14.92,2460600.5,0.0569,2.568,28.59,343.81,322.93,MBA,0.064,6.301,60.20
,16.14,2460600.5,0.2555,2.579,4.53,355.86,322.30,MBA,,,34.20
Adrianagutierrez,16.03,2460600.5,0.0758,1.971,21.64,41.05,275.66,IMB,0.549,1.299,80.96
Zachdolch,15.13,2460600.5,0.3187,3.099,9.56,106.84,287.41,MBA,,,222.13
,17.17,2460600.5,0.1033,1.952,18.76,345.22,87.05,IMB,,,0.43
,15.60,2460600.5,0.1078,2.935,2.32,35.24,293.59,MBA,,,11.35
,14.91,2460600.5,0.2572,3.074,10.30,141.03,186.48,MBA,0.127,3.901,248.89
,15.62,2460600.5,0.3523,2.631,2.78,311.02,13.01,MBA,,,317.30
,15.49,2460600.5,0.2536,2.591,8.80,334.27,333.63,MBA,,,16.39
,15.75,2460600.5,0.1867,2.532,7.58,124.49,186.40,MBA,,,97.42
,15.66,2460600.5,0.2398,2.456,7.77,151.25,165.41,MBA,0.390,1.940,194.50
,15.61,2460600.5,0.1955,2.572,3.99,197.98,110.04,MBA,,,45.79
,15.50,2460600.5,0.2034,2.409,21.98,146.14,106.39,MBA,0.245,2.563,314.40
,15.66,2460600.5,0.1391,2.788,9.08,313.54,66.66,MBA,0.114,3.762,108.64
,16.06,2460600.5,0.1751,2.806,8.43,334.33,47.00,MBA,,,91.46
,15.63,2460600.5,0.0798,2.647,3.84,170.83,217.07,MBA,,,258.46
,15.71,2460600.5,0.2289,2.799,7.16,347.16,66.68,MBA,0.058,4.370,79.45
,15.36,2460600.5,0.0818,3.044,3.12,123.01,231.39,MBA,,,256.67
,15.04,2460600.5,0.2208,3.098,15.92,352.69,32.64,MBA,,,198.47
,14.83,2460600.5,0.2198,3.181,18.83,352.14,60.77,MBA,0.055,7.129,112.74
,15.66,2460600.5,0.1431,2.56,5.30,176.22,52.77,MBA,0.346,1.969,152.96
,14.91,2460600.5,0.1015,3.131,10.10,7.50,6.03,MBA,0.041,7.907,176.25
,16.16,2460600.5,0.1826,2.61,4.87,151.20,159.60,MBA,,,11.57
,15.14,2460600.5,0.1327,2.725,12.69,4.10,73.25,MBA,0.298,2.795,145.69
,14.72,2460600.5,0.0762,2.993,10.17,17.89,253.19,MBA,,,26.37
,15.43,2460600.5,0.1355,2.681,8.35,2.67,284.31,MBA,,,319.45
,16.07,2460600.5,0.2222,2.532,5.01,210.66,70.72,MBA,,,133.80
,15.61,2460600.5,0.1130,2.8,4.19,168.87,205.56,MBA,,,115.73
,15.06,2460600.5,0.1089,3.015,10.76,19.61,42.50,MBA,,,236.49
,15.32,2460600.5,0.1438,3.028,5.29,45.24,336.14,MBA,,,259.52
,15.78,2460600.5,0.1919,2.578,13.86,328.08,320.05,MBA,,,64.47
,15.35,2460600.5,0.2763,3.132,17.98,327.34,79.17,MBA,0.102,4.786,172.72
,15.35,2460600.5,0.1879,2.639,13.89,316.00,331.66,MBA,,,1.32
,15.45,2460600.5,0.0769,3.068,1.93,255.89,89.94,MBA,,,253.30
,15.56,2460600.5,0.2028,2.5,11.31,206.47,57.68,MBA,0.201,2.703,191.05
,14.96,2460600.5,0.1255,2.785,8.33,270.16,7.61,MBA,,,203.97
,15.61,2460600.5,0.0667,2.747,4.02,247.61,91.27,MBA,0.095,3.747,186.14
,15.32,2460600.5,0.1748,2.852,6.63,245.88,88.44,MBA,0.060,5.425,86.48
,15.60,2460600.5,0.0762,2.78,4.72,294.65,49.16,MBA,0.102,3.632,145.85
,15.95,2460600.5,0.1671,2.536,4.05,288.35,4.80,MBA,,,106.66
,15.30,2460600.5,0.0958,2.644,13.38,327.85,329.59,MBA,,,353.08
,15.04,2460600.5,0.2336,2.799,7.24,313.66,12.93,MBA,0.056,6.767,135.90
,15.39,2460600.5,0.2070,2.684,13.99,153.67,191.26,MBA,,,251.26
,15.09,2460600.5,0.1036,2.622,14.45,335.28,322.99,MBA,0.194,3.310,1.08
,15.38,2460600.5,0.0817,2.76,12.32,0.18,269.76,MBA,,,247.44
,15.78,2460600.5,0.1103,2.646,11.32,179.96,225.57,MBA,,,259.63
,15.92,2460600.5,0.1119,2.782,2.67,270.56,101.82,MBA,,,129.86
,15.42,2460600.5,0.1655,2.849,4.81,330.24,340.88,MBA,0.082,4.645,104.27
,15.03,2460600.5,0.2086,3.044,9.49,317.65,336.24,MBA,0.194,3.464,294.00
,15.24,2460600.5,0.1821,3.078,9.96,309.46,8.90,MBA,0.277,2.523,251.13
,15.42,2460600.5,0.2344,2.735,13.36,357.37,29.47,MBA,,,169.43
,15.47,2460600.5,0.2097,3.092,1.86,11.07,20.62,MBA,0.062,4.865,208.97
,15.60,2460600.5,0.1612,2.537,3.35,212.95,83.54,MBA,,,111.24
,15.55,2460600.5,0.1710,2.862,4.42,223.94,184.68,MBA,0.055,5.166,21.81
,16.02,2460600.5,0.1735,2.594,13.67,159.87,145.94,MBA,,,32.04
,15.58,2460600.5,0.2624,3.117,2.08,127.41,263.99,MBA,0.058,5.041,186.88
,15.62,2460600.5,0.1844,2.9,3.08,313.28,78.01,MBA,,,1.63
,15.43,2460600.5,0.1623,3.091,3.83,198.38,174.15,MBA,0.086,4.317,214.44
,16.05,2460600.5,0.2061,2.557,4.48,40.81,275.41,MBA,,,73.28
,15.31,2460600.5,0.2053,2.758,13.54,347.23,356.30,MBA,,,176.60
,16.17,2460600.5,0.1879,2.581,1.65,340.71,330.88,MBA,,,47.28
,16.35,2460600.5,0.1290,2.547,4.98,349.83,318.29,MBA,,,95.81
,15.44,2460600.5,0.1171,2.896,2.75,52.21,339.06,MBA,,,356.24
,14.57,2460600.5,0.0848,3.09,21.96,318.31,359.23,MBA,,,246.61
,15.23,2460600.5,0.2739,3.09,8.65,266.45,113.16,MBA,0.168,3.555,209.67
,15.17,2460600.5,0.1751,3.078,8.68,229.63,162.99,MBA,0.119,4.229,218.38
,14.95,2460600.5,0.0878,2.769,11.58,328.84,32.11,MBA,,,161.22
,15.16,2460600.5,0.0584,3.096,8.41,247.51,150.42,MBA,,,189.10
,14.70,2460600.5,0.1374,2.604,26.86,340.15,245.40,MBA,0.058,7.435,108.41
,15.23,2460600.5,0.1950,2.735,12.34,289.22,43.61,MBA,,,216.95
,15.18,2460600.5,0.2158,2.733,7.41,308.17,22.96,MBA,0.054,5.997,218.67
,14.82,2460600.5,0.1498,3.096,9.60,257.98,51.89,MBA,0.129,4.883,261.66
,15.35,2460600.5,0.2336,2.802,6.66,299.39,48.86,MBA,0.047,5.569,132.74
,14.85,2460600.5,0.0292,2.99,8.73,237.70,71.69,MBA,,,1.37
,14.60,2460600.5,0.2287,3.177,11.09,265.66,140.76,MBA,0.067,7.111,139.76
,15.50,2460600.5,0.2327,3.163,7.57,321.20,58.41,MBA,,,164.09
,15.10,2460600.5,0.1817,3.177,10.40,231.36,120.99,MBA,0.127,4.283,166.86
,15.35,2460600.5,0.1442,3.069,9.14,270.82,91.39,MBA,,,251.80
,15.02,2460600.5,0.1113,3.074,8.78,273.55,134.53,MBA,,,209.70
Tamsin,16.64,2460600.5,0.0817,2.646,1.07,214.99,88.52,MBA,,,343.30
,15.63,2460600.5,0.2099,2.585,3.86,329.19,13.18,MBA,,,2.25
Mikelentz,15.84,2460600.5,0.2038,2.698,2.91,291.77,5.91,MBA,,,261.05
,15.43,2460600.5,0.1430,2.71,5.88,123.41,204.40,MBA,,,245.20
,15.15,2460600.5,0.2255,2.978,4.53,298.01,119.91,MBA,,,277.10
,15.62,2460600.5,0.2378,2.54,8.22,50.23,257.56,MBA,0.081,3.875,101.62
,16.17,2460600.5,0.2341,2.785,10.35,141.28,218.75,MBA,0.076,3.037,121.28
,15.79,2460600.5,0.1533,3.066,2.81,342.63,59.58,MBA,0.040,5.017,213.43
,15.63,2460600.5,0.2842,2.69,4.31,17.62,339.58,MBA,0.062,4.439,252.78
,16.44,2460600.5,0.2278,2.625,2.51,13.72,338.25,MBA,,,335.30
,14.69,2460600.5,0.2432,3.157,23.30,294.12,61.99,MBA,0.106,6.177,175.61
,16.40,2460600.5,0.1743,1.941,23.53,157.58,298.83,MCA,,,19.70
,16.45,2460600.5,0.0704,1.901,21.68,29.48,308.03,IMB,,,226.51
,14.64,2460600.5,0.2703,3.095,21.26,245.13,79.25,MBA,0.044,6.707,246.36
Andreweaker,15.85,2460600.5,0.1927,3.059,1.68,43.11,342.72,MBA,,,239.58
Devlynrfennell,14.89,2460600.5,0.0958,3.069,8.79,311.18,160.91,MBA,0.116,4.912,144.41
Getzandanner,15.25,2460600.5,0.1888,3.092,12.77,273.12,73.82,MBA,0.073,4.923,227.67
Colbygoodloe,15.48,2460600.5,0.2196,3.093,7.01,232.11,151.42,MBA,0.128,3.231,214.53
Savannahsalazar,15.28,2460600.5,0.0581,3.115,10.25,176.00,194.67,MBA,0.143,3.676,199.42
Jasonhair,15.04,2460600.5,0.1327,3.154,4.05,284.70,38.49,MBA,0.078,5.227,194.21
,16.06,2460600.5,0.0661,2.841,2.33,31.63,26.34,MBA,,,41.83
,15.13,2460600.5,0.0575,3.1,9.74,329.32,89.95,MBA,0.146,3.813,168.07
,16.72,2460600.5,0.0863,1.91,21.12,9.55,56.33,IMB,,,126.19
Ziarnadhronom,15.05,2460600.5,0.1574,3.14,7.25,27.45,351.09,MBA,0.045,6.297,182.21
,15.27,2460600.5,0.0337,2.679,11.91,353.31,309.42,MBA,0.194,3.019,311.26
,15.76,2460600.5,0.2233,3.083,3.02,177.16,163.02,MBA,0.048,4.845,242.13
,15.88,2460600.5,0.1095,2.843,1.63,203.52,162.11,MBA,,,88.97
,15.96,2460600.5,0.1122,1.979,20.92,30.82,19.53,IMB,,,344.84
,15.21,2460600.5,0.1571,2.942,4.93,205.27,211.55,MBA,0.041,6.757,320.80
,14.90,2460600.5,0.0444,2.8,14.03,43.81,256.49,MBA,0.061,6.483,199.61
,15.50,2460600.5,0.2362,2.8,7.00,21.19,354.60,MBA,0.086,3.594,130.58
,15.33,2460600.5,0.1240,2.599,4.12,200.49,137.08,MBA,,,14.91
,15.70,2460600.5,0.0887,2.657,8.15,207.65,109.07,MBA,0.109,3.353,334.61
,15.25,2460600.5,0.1792,3.108,1.01,300.99,133.80,MBA,0.068,5.328,164.00
,15.40,2460600.5,0.1977,3.192,11.88,14.29,13.36,MBA,,,137.09
,14.81,2460600.5,0.2359,3.123,16.41,201.88,136.37,MBA,0.159,3.826,220.15
,16.28,2460600.5,0.0794,1.941,19.83,11.88,294.38,IMB,,,145.12
,16.43,2460600.5,0.0786,1.963,18.13,9.72,25.97,IMB,,,22.87
,15.71,2460600.5,0.0616,1.939,19.62,8.73,310.82,IMB,,,145.40
Taylorhale,15.95,2460600.5,0.0667,2.778,3.30,185.80,282.27,MBA,,,56.78
,15.10,2460600.5,0.2488,3.079,9.32,85.96,348.15,MBA,0.041,7.181,198.91
,15.33,2460600.5,0.1448,3.099,5.46,29.49,259.84,MBA,0.133,3.646,277.44
,16.44,2460600.5,0.0983,2.761,2.96,174.79,335.78,MBA,,,31.81
,15.46,2460600.5,0.0790,3.041,7.66,221.15,279.00,MBA,,,149.52
,15.18,2460600.5,0.0524,3.257,5.71,220.39,108.70,OMB,0.109,4.220,141.28
,15.52,2460600.5,0.0993,2.999,2.45,356.51,139.43,MBA,,,190.85
,15.75,2460600.5,0.0421,2.742,6.47,19.96,344.53,MBA,,,202.76
,15.88,2460600.5,0.0624,2.917,2.16,33.29,139.93,MBA,,,225.53
,15.79,2460600.5,0.1036,2.974,0.90,299.65,95.95,MBA,,,289.41
,15.34,2460600.5,0.0730,3.077,3.21,322.09,229.99,MBA,,,33.21
,16.12,2460600.5,0.0517,2.809,3.25,203.93,267.78,MBA,,,9.07
,15.42,2460600.5,0.0185,3.004,9.27,41.08,163.97,MBA,,,121.25
,16.45,2460600.5,0.1082,2.581,2.48,185.55,62.36,MBA,0.051,3.395,111.12
,15.09,2460600.5,0.1813,3.114,3.56,238.15,93.89,MBA,0.052,6.685,238.02
,16.09,2460600.5,0.0279,2.894,1.54,340.88,41.39,MBA,0.063,3.338,34.73
,15.34,2460600.5,0.0440,2.917,0.90,329.46,333.79,MBA,,,84.51
,15.53,2460600.5,0.1327,3.121,1.02,6.16,111.60,MBA,0.064,4.778,115.10
,15.72,2460600.5,0.0572,2.772,4.58,74.43,227.71,MBA,,,244.43
,15.77,2460600.5,0.0775,2.773,2.24,11.12,22.43,MBA,,,150.46
,15.67,2460600.5,0.0766,3.057,2.78,159.74,125.98,MBA,0.090,3.694,325.23
,15.85,2460600.5,0.1443,2.993,2.18,84.00,72.42,MBA,,,163.98
,17.22,2460600.5,0.1558,2.395,5.04,178.41,172.27,MBA,,,289.22
,14.94,2460600.5,0.0920,3.173,12.23,23.92,120.23,MBA,0.066,6.219,31.28
,16.21,2460600.5,0.1757,2.426,1.99,146.53,125.44,MBA,0.226,1.936,270.29
,15.98,2460600.5,0.0375,2.881,0.88,292.10,347.77,MBA,,,121.83
,15.96,2460600.5,0.0452,2.916,3.24,121.35,198.22,MBA,,,93.10
,15.56,2460600.5,0.0488,2.952,10.82,64.85,358.83,MBA,0.105,3.111,317.84
,16.03,2460600.5,0.2024,2.628,1.54,10.00,312.41,MBA,0.053,4.124,345.74
,15.72,2460600.5,0.2149,2.864,3.51,136.94,206.39,MBA,,,80.78
,16.15,2460600.5,0.1234,2.483,4.47,81.89,243.02,MBA,,,182.91
,15.41,2460600.5,0.1578,3.091,5.49,177.52,151.92,MBA,0.077,4.372,249.08
,15.15,2460600.5,0.2157,3.109,8.63,226.26,99.20,MBA,0.054,6.326,238.83
,15.75,2460600.5,0.2043,2.93,0.84,210.75,180.49,MBA,,,340.17
,15.89,2460600.5,0.2653,2.932,3.45,191.61,195.98,MBA,,,342.81
,15.14,2460600.5,0.1178,3.181,6.11,208.28,182.22,MBA,0.061,5.886,137.63
,15.29,2460600.5,0.0931,2.799,2.73,245.85,78.35,MBA,,,164.02
,14.88,2460600.5,0.1735,3.141,6.18,239.99,134.85,MBA,0.119,4.848,182.43
,15.16,2460600.5,0.1688,2.806,9.16,347.79,12.01,MBA,,,124.62
,15.64,2460600.5,0.0445,2.749,4.59,338.12,67.79,MBA,0.086,3.947,148.50
,16.06,2460600.5,0.2332,3.102,0.56,339.27,51.77,MBA,0.075,2.929,206.96
,15.49,2460600.5,0.0612,2.73,3.93,290.43,30.56,MBA,0.089,3.872,247.11
,15.68,2460600.5,0.1783,2.556,13.73,3.98,320.01,MBA,,,84.11
,16.17,2460600.5,0.2921,2.57,5.68,163.58,150.88,MBA,,,62.60
,14.87,2460600.5,0.1322,3.178,15.75,200.18,157.04,MBA,0.080,5.901,170.80
,15.10,2460600.5,0.0529,3.016,6.56,336.67,58.93,MBA,,,260.76
,16.57,2460600.5,0.1073,2.646,1.70,339.24,357.37,MBA,,,316.54
,16.02,2460600.5,0.0689,2.762,1.69,301.39,76.54,MBA,,,149.77
,16.52,2460600.5,0.1975,2.582,13.61,359.00,294.33,MBA,,,62.26
,15.45,2460600.5,0.0306,2.79,5.21,350.81,43.96,MBA,,,103.95
,15.42,2460600.5,0.1148,2.713,13.31,0.33,152.27,MBA,0.276,2.417,78.52
,15.82,2460600.5,0.0517,2.738,5.95,200.71,120.25,MBA,,,231.26
,16.24,2460600.5,0.1833,2.401,1.80,325.46,144.74,MBA,,,186.74
,14.75,2460600.5,0.0724,2.991,9.91,200.14,69.11,MBA,,,42.20
,15.89,2460600.5,0.0979,2.894,1.17,271.46,67.33,MBA,,,65.61
,15.89,2460600.5,0.1021,2.641,4.55,2.26,209.65,MBA,,,107.85
,16.18,2460600.5,0.0685,2.689,2.57,11.12,341.17,MBA,,,272.40
,15.81,2460600.5,0.2281,2.766,3.03,15.99,290.13,MBA,,,214.55
,15.83,2460600.5,0.1118,2.877,6.46,24.35,63.29,MBA,0.054,4.754,349.87
,15.33,2460600.5,0.0667,3.206,3.45,19.57,26.41,OMB,0.055,5.656,124.30
,15.81,2460600.5,0.1071,2.779,3.97,19.07,318.34,MBA,,,173.68
,16.30,2460600.5,0.2134,2.642,0.78,248.36,74.80,MBA,0.041,4.071,330.73
,15.68,2460600.5,0.1986,2.991,3.90,260.20,120.33,MBA,,,296.58
,15.63,2460600.5,0.1893,3.123,5.74,182.16,170.71,MBA,0.165,2.725,205.23
,15.66,2460600.5,0.1026,2.854,1.67,359.18,8.85,MBA,,,74.76
,15.51,2460600.5,0.0641,2.897,9.44,358.04,50.70,MBA,0.197,2.862,359.16
,15.78,2460600.5,0.2422,3.063,5.73,69.30,342.18,MBA,,,223.23
,15.13,2460600.5,0.1699,3.176,4.29,313.23,5.08,MBA,0.064,5.235,188.20
,15.32,2460600.5,0.0965,3.078,9.15,212.64,191.68,MBA,0.157,3.355,204.37
,15.23,2460600.5,0.1514,3.082,2.45,183.59,119.83,MBA,0.058,5.795,282.79
,15.61,2460600.5,0.1635,3.096,1.58,34.33,29.21,MBA,0.071,4.349,181.50
,16.36,2460600.5,0.2487,2.891,0.56,272.00,88.72,MBA,0.080,2.838,44.62
,15.91,2460600.5,0.3045,3.135,6.27,179.34,267.18,MBA,0.044,4.376,149.93
,15.39,2460600.5,0.2435,3.151,10.95,50.59,303.33,MBA,0.051,5.663,193.47
,15.89,2460600.5,0.1933,2.643,3.89,61.61,264.51,MBA,,,334.84
,14.62,2460600.5,0.1926,3.153,20.53,21.32,10.32,MBA,0.062,6.729,175.99
,15.83,2460600.5,0.0731,2.777,4.58,168.24,238.58,MBA,0.037,4.990,122.72
,15.36,2460600.5,0.0830,2.639,12.07,221.62,34.53,MBA,0.053,6.053,51.78
,16.03,2460600.5,0.0977,2.691,4.34,312.14,58.66,MBA,0.046,4.292,243.52
,15.90,2460600.5,0.0285,2.709,6.22,220.33,156.72,MBA,,,221.68
,16.95,2460600.5,0.1181,2.175,2.19,190.16,158.87,MBA,,,317.57
,15.52,2460600.5,0.1270,2.89,7.91,214.12,260.96,MBA,,,310.90
,15.14,2460600.5,0.1094,3.119,5.35,59.58,8.44,MBA,,,171.96
,15.18,2460600.5,0.1213,3.074,7.97,223.63,240.61,MBA,,,164.36
,14.54,2460600.5,0.1576,3.161,12.37,272.72,56.04,MBA,0.061,7.412,205.81
,14.77,2460600.5,0.1989,3.096,15.46,298.12,110.89,MBA,0.428,2.935,194.91
,15.06,2460600.5,0.2645,3.071,20.55,333.44,62.65,MBA,0.056,6.428,229.08
,15.53,2460600.5,0.1984,3.096,14.71,262.90,164.38,MBA,0.231,2.522,183.16
,15.16,2460600.5,0.2411,3.165,14.78,325.60,74.23,MBA,0.214,3.005,156.24
,14.90,2460600.5,0.1275,3.076,12.47,276.38,122.79,MBA,0.094,5.218,218.03
,16.47,2460600.5,0.0881,1.959,19.48,358.71,89.98,IMB,,,347.59
,15.15,2460600.5,0.0870,3.077,9.55,259.20,135.62,MBA,,,223.25
,15.03,2460600.5,0.2383,3.09,12.26,344.42,29.61,MBA,0.037,8.445,232.83
,14.80,2460600.5,0.0640,3.079,9.34,289.65,177.29,MBA,,,156.00
,14.97,2460600.5,0.0945,3.168,9.42,334.05,52.29,MBA,0.122,4.372,163.81
,14.95,2460600.5,0.1576,3.02,12.56,358.72,89.01,MBA,0.031,8.255,230.92
,14.67,2460600.5,0.2410,3.171,10.14,351.91,328.54,MBA,0.072,6.536,200.11
,15.37,2460600.5,0.1016,3.118,10.34,21.46,20.17,MBA,,,193.97
,15.07,2460600.5,0.1090,2.966,8.00,314.82,52.77,MBA,,,346.77
,14.76,2460600.5,0.1417,3.072,5.22,331.96,49.06,MBA,,,252.13
,15.49,2460600.5,0.0604,2.744,12.28,356.97,27.44,MBA,0.094,4.133,187.30
,15.39,2460600.5,0.0886,3.039,9.59,19.81,27.15,MBA,,,251.21
,15.56,2460600.5,0.1563,2.938,9.60,344.51,80.32,MBA,,,294.96
,16.01,2460600.5,0.0683,2.697,2.20,354.18,320.86,MBA,,,301.65
,15.23,2460600.5,0.2195,2.965,12.53,323.71,98.46,MBA,,,281.64
,16.55,2460600.5,0.0950,1.925,18.15,326.28,71.74,IMB,,,113.96
,17.10,2460600.5,0.0930,1.976,18.06,326.30,109.23,IMB,,,311.34
